Hidden Layers,Number of nodes,Solver,Alpha,Test Set RMSE,Train Set RMSE,Learning Rate,Early Stopping,Learning Rate Init,Activation Function
3,6-3-1,lbfgs,0.001,65.5460458841023,,,,,
4,"6,10,10,0.004",sgd,0.004,65.5569953128945,,,,,
2,7-3,lbfgs,0.0017,65.574902013091,46.3321491439761,constant,True,0.0005,
3,6-3-1,lbfgs,0.0017,65.5892142222203,45.7116179106682,invscaling,True,0.0005,
4,"3,10,20,0.002",sgd,0.002,65.5990461525209,,,,,
2,6-4,lbfgs,0.0018,65.6215300013153,46.7108721167391,constant,True,,
3,6-3-2,lbfgs,0.0017,65.652216080396,45.4315701073959,adaptive,False,,
2,7-3,lbfgs,0.0015,65.689370593287,44.3637000701469,constant,True,,
2,6-4,lbfgs,0.0022,65.6957301992846,42.5867668988998,invscaling,True,,
2,6-4,lbfgs,0.0018,65.7036824134812,43.5881502484823,invscaling,False,,
2,7-3,lbfgs,0.002,65.7233952526435,43.2351655813986,invscaling,True,0.001,
2,7-3,lbfgs,0.0018,65.7470940557069,43.3960474837612,constant,True,0.002,
3,5-2-2,lbfgs,0.0017,65.7518435872206,45.1610879548827,constant,False,,
2,6-4,lbfgs,0.002,65.7634492315149,47.0980136994154,constant,False,0.0005,
3,7-4-1,lbfgs,0.0015,65.774523727912,44.7054765151073,invscaling,True,0.001,
2,7-2,lbfgs,0.0015,65.7782483762478,46.3322860330007,invscaling,False,0.0005,
2,6-4,lbfgs,0.0015,65.7814245400585,45.9298588126399,invscaling,True,0.002,
4,"5,3,20,0.002",sgd,0.002,65.8134101237721,,,,,
2,6-4,lbfgs,0.0017,65.8298687497352,41.6351039415009,invscaling,True,,
2,6-3,lbfgs,0.0015,65.8414630109738,45.9176411528435,constant,True,0.001,tanh
2,5-3,lbfgs,0.002,65.8447431917529,47.9796608838335,constant,False,,
2,7-4,lbfgs,0.0015,65.8936888799477,42.257725237854,constant,True,,
3,7-2-1,lbfgs,0.002,65.8965503654446,43.0549487679119,invscaling,True,0.002,
2,6-3,lbfgs,0.0015,65.9716276752215,45.6053855406931,constant,False,0.001,relu
3,6-2-1,lbfgs,0.001,65.979721844111,,,,,
2,7-4,lbfgs,0.0018,66.0052915085046,37.9960761520273,constant,True,0.001,
3,6-2-1,lbfgs,0.0017,66.0279711028591,45.6118463576118,invscaling,False,0.002,
2,6-4,adam,0.002,66.0290053446358,46.3464562217889,constant,False,0.002,
3,5-3-2,lbfgs,0.002,66.0304614293716,50.6397560629672,constant,False,,
3,5-2-2,lbfgs,0.0015,66.0335428897388,,,,,
4,"4,3,2,3",lbfgs,0.01,66.06,,,,,
3,7-4-1,lbfgs,0.0015,66.0974945565891,40.8069321482137,invscaling,False,0.002,
2,6-3,lbfgs,0.0022,66.1242405086128,50.1520926298358,constant,True,,
3,7-2-1,lbfgs,0.0015,66.1270789375314,43.9754623302417,invscaling,False,0.0005,
2,6-2,lbfgs,0.0017,66.137610626396,46.4787769429269,invscaling,False,0.0005,
2,6-3,lbfgs,0.0018,66.188666407731,45.7926498885882,constant,True,,
3,6-3-1,lbfgs,0.002,66.2128514992031,45.766230520589,invscaling,False,0.002,
2,6-3,lbfgs,0.0022,66.2161213988661,45.3411233436089,adaptive,True,,
2,7-2,lbfgs,0.0018,66.2221308782213,44.8593667869062,invscaling,False,,
3,6-3-1,lbfgs,0.002,66.2468557237981,45.182950803565,constant,True,0.002,tanh
3,5-3-2,lbfgs,0.001,66.2641282621911,,,,,
2,6-3,lbfgs,0.0018,66.2704594257471,47.435492301971,constant,True,,
3,6-3-2,lbfgs,0.0017,66.2865640764631,45.3960275765383,invscaling,True,,
2,6-3,lbfgs,0.0018,66.3127118895821,45.4748384059751,constant,False,0.001,
2,7-2,lbfgs,0.002,66.412470435773,45.1931742796923,constant,False,0.0005,
3,7-4-1,lbfgs,0.002,66.412629500426,44.0538132280372,constant,True,0.0005,
3,6-2-2,lbfgs,0.001,66.4566270085481,,,,,
2,7-3,lbfgs,0.002,66.5022577909271,45.7828040731521,constant,True,,
2,6-4,lbfgs,0.0017,66.5055716019376,45.4416967609368,constant,True,,
3,6-2-2,lbfgs,0.002,66.5460273328025,44.9633548570134,constant,False,,
3,6-3-2,lbfgs,0.0017,66.5644051515612,45.5060289440468,constant,True,,
3,6-3-1,lbfgs,0.0018,66.5792407123902,45.982456537188,constant,False,0.0005,tanh
3,6-3-1,lbfgs,0.002,66.583746326833,45.6397755949783,constant,False,0.0005,
3,6-2-2,lbfgs,0.0017,66.5851351812487,44.6612903096306,constant,False,,
3,6-2-1,lbfgs,0.0015,66.6152870647543,,,,,
2,7-3,lbfgs,0.0018,66.6261291110219,45.1596690551494,constant,False,0.002,
2,6-3,lbfgs,0.0017,66.7423062283038,46.2090409974485,invscaling,True,0.0005,
2,7-4,lbfgs,0.002,66.8150720186875,46.6373472430059,invscaling,True,,
3,6-2-1,lbfgs,0.002,66.8867819839908,,,,,
2,7-4,adam,0.002,66.900357582267,67.1389211515119,constant,True,0.0005,
2,7-2,lbfgs,0.0018,66.9221097298644,44.12615336968,constant,True,0.0005,
3,6-3-1,lbfgs,0.0018,66.9398352447412,44.9917543602778,invscaling,False,0.0005,relu
2,6-3,lbfgs,0.0017,66.9572538466614,46.0031481925387,constant,True,0.001,tanh
2,6-4,lbfgs,0.0018,66.9645568139107,41.5044791550519,constant,False,0.0005,
3,6-3-2,lbfgs,0.0022,67.0212671027211,46.2369516154926,constant,False,,
2,6-4,lbfgs,0.002,67.0454725819325,46.7355183303061,constant,True,0.0005,
3,7-2-1,lbfgs,0.0015,67.1004665134855,44.4138322589939,invscaling,True,0.002,
3,6-1-2,sgd,0.002,67.1191333274905,,,,,
3,7-2-1,lbfgs,0.002,67.1340817125332,46.5956173118182,invscaling,False,0.0005,
3,6-3-1,lbfgs,0.002,67.1771569090623,44.9192750418675,constant,False,0.002,relu
2,7-4,lbfgs,0.0015,67.2333846961503,43.8395743199094,invscaling,False,0.0005,
3,7-4-1,lbfgs,0.0015,67.2420410662517,39.8444478854217,constant,False,0.0005,
3,6-4-1,lbfgs,0.0017,67.2644137094896,41.860139173279,constant,False,0.0005,
2,7-3,lbfgs,0.0018,67.2737892918659,45.1498486369406,invscaling,True,0.002,
3,7-2-1,lbfgs,0.0015,67.3062675116003,42.5148532333217,constant,False,0.0005,
3,6-3-1,lbfgs,0.0015,67.328514236995,43.1038421622476,constant,True,0.001,tanh
4,"6,3,20,0.001",sgd,0.001,67.3807164160573,,,,,
3,6-3-2,lbfgs,0.0022,67.3981040812387,45.1667746316064,adaptive,True,,
3,7-4-1,adam,0.0017,67.4105666590966,68.3368498660364,invscaling,True,0.001,
3,7-4-1,lbfgs,0.0015,67.4975704544455,39.9593020341217,constant,True,0.001,
3,5-2-2,lbfgs,0.001,67.5184570962197,,,,,
3,7-2-1,lbfgs,0.002,67.5275643649322,44.6889075694232,constant,False,0.002,
3,5-3-2,lbfgs,0.0015,67.5512557072693,44.9369344291995,constant,False,,
2,6-3,adam,0.002,67.6635985636866,66.9736786483834,constant,True,0.002,
2,7-3,lbfgs,0.0015,67.6771700751918,40.9765898319754,invscaling,True,0.0005,
3,6-3-1,lbfgs,0.0018,67.6775991797211,42.7775025845697,invscaling,False,0.0005,tanh
3,6-3-2,sgd,0.0015,67.6799618905237,,,,,
3,5-2-1,lbfgs,0.0015,67.6938740524181,,,,,
2,7-3,lbfgs,0.002,67.7705462770756,42.5849333196274,invscaling,True,,
3,5-2-2,lbfgs,0.001,67.7767640871201,,,,,
3,5-3-1,lbfgs,0.0015,67.8154245945205,,,,,
2,7-4,lbfgs,0.002,67.8377895446501,46.0743521783441,constant,True,,
4,"5,2,10,0.004",sgd,0.004,67.8559652655079,,,,,
3,6-2-1,lbfgs,0.0018,67.8978159459533,45.4986296658787,constant,True,0.0005,
3,6-2-2,lbfgs,0.002,67.900235975165,,,,,
2,6-4,lbfgs,0.0017,67.9064174966121,45.8706191967919,invscaling,False,0.002,
2,6-4,lbfgs,0.0017,67.9445911777077,45.1241086852788,constant,False,0.0005,
3,5-2-1,adam,0.001,67.949935038482,,,,,
3,6-2-1,adam,0.0017,67.9601233751438,65.9772745381668,invscaling,True,0.0005,
3,7-2-1,lbfgs,0.0017,68.0054414990147,42.3156085512879,invscaling,True,0.001,
2,6-3,lbfgs,0.0017,68.0861716241026,45.3019177420217,constant,False,0.001,tanh
3,6-3-1,lbfgs,0.002,68.1115468344664,42.8031350451497,constant,True,0.001,
3,7-2-1,adam,0.0018,68.1143625580754,55.1590867125154,constant,False,0.0005,
3,6-4-1,lbfgs,0.0015,68.1525821671174,43.6023118523046,invscaling,True,0.002,
3,7-3-1,lbfgs,0.0015,68.2389755996131,41.7281860143957,constant,False,0.002,
3,6-1-2,lbfgs,0.0015,68.3438348063334,,,,,
2,6-2,adam,0.0015,68.4083144790652,59.4494571041324,constant,False,0.002,
2,7-3,lbfgs,0.0017,68.4127763800814,43.8329434152035,invscaling,False,0.002,
2,7-4,lbfgs,0.0018,68.438649399698,44.2744037840417,invscaling,True,0.002,
3,7-4-1,lbfgs,0.0017,68.4496418500757,44.9580215370674,constant,False,0.001,
2,6-3,lbfgs,0.0015,68.4580397933754,45.9892445953353,constant,True,0.002,relu
3,7-4-1,lbfgs,0.0015,68.4849774928954,42.4693564403569,invscaling,False,0.0005,
2,7-2,lbfgs,0.0018,68.5364868085774,42.7604034553198,constant,True,,
3,6-4-1,lbfgs,0.0015,68.5499738051436,42.1583622365777,constant,False,0.0005,
3,7-2-1,lbfgs,0.0018,68.5950231644782,42.6415742439631,invscaling,False,0.002,
2,6-4,lbfgs,0.0017,68.6017477656709,45.4885071869449,invscaling,True,,
2,7-2,lbfgs,0.002,68.6304716258569,45.5336747292872,constant,True,,
3,6-3-1,lbfgs,0.0018,68.7380304940936,44.036195805153,invscaling,False,0.0005,
2,7-4,lbfgs,0.002,68.7504747986266,42.3182376340338,constant,True,0.002,
3,6-2-2,lbfgs,0.002,68.7599532702482,,,,,
2,6-3,lbfgs,0.0022,68.7707576865796,43.9519310588903,constant,False,,
2,7-4,lbfgs,0.0017,68.7708779469793,44.9504909109824,constant,False,,
3,6-4-1,lbfgs,0.002,68.7993191014997,41.9692870836505,invscaling,True,0.001,
3,6-3-1,lbfgs,0.0017,68.8896936479544,45.6636764440887,constant,False,0.002,relu
2,7-4,lbfgs,0.002,68.9329899073652,45.5454645314321,invscaling,False,0.0005,
2,6-3,lbfgs,0.0018,68.9481425588674,40.4058754207021,constant,True,0.001,tanh
3,6-2-1,lbfgs,0.002,68.9834910415443,45.3528128325529,invscaling,False,0.0005,
3,7-4-1,lbfgs,0.0018,68.9883591445756,43.4182125187531,constant,False,0.002,
3,5-1-2,sgd,0.0015,69.1020077869395,,,,,
3,5-3-1,lbfgs,0.002,69.1434905454308,45.5516921589134,constant,False,,
2,7-3,lbfgs,0.0017,69.1738032813661,42.088586565461,invscaling,False,,
3,7-2-1,lbfgs,0.0018,69.2800065665537,41.5258832613255,constant,True,0.0005,
2,6-3,adam,0.0022,69.3525753196751,68.9667174976376,constant,True,,
2,6-3,lbfgs,0.002,69.4533863416786,44.394203153888,constant,True,0.0005,
3,6-3-1,lbfgs,0.0018,69.6014763855232,43.8913386843226,invscaling,True,0.0005,
3,6-3-1,lbfgs,0.0015,69.6036083758037,42.6339820065566,constant,False,,
2,7-3,lbfgs,0.0015,69.6038001508264,44.0644983527454,invscaling,False,0.002,
3,5-3-1,sgd,0.002,69.6121239284129,,,,,
3,6-3-1,lbfgs,0.002,69.6340788030559,45.1824505283354,constant,True,0.001,tanh
3,6-2-1,lbfgs,0.001,69.6553839539806,,,,,
2,5-3,lbfgs,0.001,69.7186321682122,76.9036572830644,constant,False,,
4,"3,10,10,0.004",sgd,0.004,69.8286096830242,,,,,
2,7-4,lbfgs,0.0015,69.893312857187,44.0958461030982,invscaling,True,,
4,"5,2,20,0.002",sgd,0.002,69.9371609925053,,,,,
2,6-4,lbfgs,0.0018,69.9897462390179,45.1844089478893,constant,False,,
2,7-2,lbfgs,0.0018,70.018379368733,77.1245816464539,invscaling,True,0.002,
2,7-3,lbfgs,0.0015,70.0378619194898,43.7750584869807,invscaling,True,0.001,
2,7-2,adam,0.0018,70.2272636716068,65.8990746926153,constant,True,0.0005,
2,7-4,lbfgs,0.002,70.318758321653,41.1671581682661,invscaling,True,0.002,
4,"4,3,20,0.004",sgd,0.004,70.3760819435125,,,,,
3,6-2-1,lbfgs,0.0017,70.3777663900364,46.4054644275949,invscaling,True,0.001,
2,6-2,adam,0.0015,70.3942314253569,70.7096725708349,invscaling,True,0.001,
3,6-3-2,lbfgs,0.002,70.408557989767,45.3256987239349,constant,False,,
3,7-4-1,lbfgs,0.0017,70.443639216641,40.8424410934277,constant,True,0.001,
3,6-3-1,lbfgs,0.0015,70.4554236890801,43.482136634527,constant,True,0.001,
3,6-1-1,sgd,0.0015,70.5025563730463,,,,,
4,"6,2,10,0.002",sgd,0.002,70.5189632419505,,,,,
3,5-1-1,sgd,0.0015,70.5229592072473,,,,,
3,5-1-2,sgd,0.002,70.5403263390778,,,,,
2,6-3,sgd,0.002,70.544358686965,,,,,
3,5-1-1,sgd,0.0015,70.5616895851879,,,,,
3,7-3-1,lbfgs,0.0017,70.5829888443088,39.645993389806,constant,True,0.001,
3,6-2-1,sgd,0.0017,70.5862987695841,77.700401074617,constant,False,,
2,7-3,lbfgs,0.0018,70.5978613454238,41.3221933401752,constant,False,0.0005,
2,6-3,lbfgs,0.0015,70.6267451848118,44.0955483759252,constant,True,0.001,
2,6-4,lbfgs,0.0015,70.6374719703901,43.4495219674914,constant,True,,
3,6-1-2,sgd,0.002,70.6679451969312,,,,,
2,6-4,lbfgs,0.0015,70.6860042225563,45.4173498953939,constant,False,0.001,
3,5-1-2,sgd,0.001,70.7136378157044,,,,,
3,5-1-2,sgd,0.002,70.7231604142861,,,,,
3,6-3-1,sgd,0.001,70.7403133339831,,,,,
4,"3,3,10,0.001",sgd,0.001,70.777097365695,,,,,
4,"4,3,20,0.001",sgd,0.001,70.7984622165864,,,,,
3,6-1-2,sgd,0.001,70.7985086295959,,,,,
4,"3,10,10,0.001",sgd,0.001,70.8038796146049,,,,,
4,"3,3,20,0.004",sgd,0.004,70.8218643938313,,,,,
4,"5,3,10,0.001",sgd,0.001,70.8370762470808,,,,,
4,"4,10,20,0.001",sgd,0.001,70.8388051510629,,,,,
4,"5,3,20,0.002",sgd,0.002,70.8450091482724,,,,,
4,"6,10,20,0.004",sgd,0.004,70.8457880641385,,,,,
4,"3,2,10,0.004",sgd,0.004,70.8463530992705,,,,,
4,"4,2,20,0.002",sgd,0.002,70.8468726721685,,,,,
4,"5,3,20,0.0005",sgd,0.0005,70.846881612074,,,,,
4,"5,2,10,0.001",sgd,0.001,70.8488842086536,,,,,
4,"6,2,10,0.004",sgd,0.004,70.851196193516,,,,,
4,"5,10,10,0.001",sgd,0.001,70.8514809635435,,,,,
4,"5,10,10,0.001",sgd,0.001,70.8521189114239,,,,,
2,7-2,lbfgs,0.0015,70.8545834228088,44.205020713584,constant,True,,
3,5-2-2,sgd,0.001,70.8554500668145,,,,,
4,"6,2,10,0.001",sgd,0.001,70.8574313234918,,,,,
4,"4,3,10,0.001",sgd,0.001,70.8586840736592,,,,,
4,"6,3,10,0.0005",sgd,0.0005,70.8608391005155,,,,,
4,"4,10,10,0.0005",sgd,0.0005,70.8614571197302,,,,,
4,"5,2,10,0.0005",sgd,0.0005,70.8616717545041,,,,,
3,6-1-1,sgd,0.002,70.8623793924008,,,,,
3,5-2-2,sgd,0.002,70.8633591876176,,,,,
4,"5,2,10,0.002",sgd,0.002,70.8635401295741,,,,,
4,"6,3,10,0.004",sgd,0.004,70.8641812142252,,,,,
3,5-3-2,lbfgs,0.002,70.8646886639461,,,,,
2,6-3,lbfgs,0.0017,70.8647885056719,77.4310580375422,constant,True,0.0005,tanh
4,"3,2,20,0.0005",sgd,0.0005,70.8652345917729,,,,,
4,"4,10,20,0.004",sgd,0.004,70.8658653769747,,,,,
4,"5,3,20,0.0005",sgd,0.0005,70.8666007259594,,,,,
3,6-1-2,sgd,0.0015,70.8668740272439,,,,,
4,"3,3,10,0.001",sgd,0.001,70.8672032609626,,,,,
4,"4,3,20,0.004",sgd,0.004,70.8673670057773,,,,,
4,"3,10,20,0.004",sgd,0.004,70.8688712274153,,,,,
4,"3,2,10,0.001",sgd,0.001,70.8691552753346,,,,,
4,"5,10,10,0.0005",sgd,0.0005,70.8699559216249,,,,,
4,"3,2,20,0.001",sgd,0.001,70.8708466476857,,,,,
4,"6,3,20,0.002",sgd,0.002,70.8712392586357,,,,,
4,"5,2,20,0.002",sgd,0.002,70.8712496370233,,,,,
4,"3,3,20,0.002",sgd,0.002,70.8719624672674,,,,,
4,"5,10,20,0.0005",sgd,0.0005,70.8721355667277,,,,,
4,"3,10,10,0.004",sgd,0.004,70.872250768553,,,,,
4,"5,2,20,0.001",sgd,0.001,70.8728598394295,,,,,
3,7-2-1,lbfgs,0.0018,70.8732896830401,77.6832810577978,constant,True,0.001,
4,"6,3,20,0.0005",sgd,0.0005,70.8735866855235,,,,,
4,"3,3,20,0.0005",sgd,0.0005,70.8739737780189,,,,,
4,"5,2,20,0.0005",sgd,0.0005,70.8741022462639,,,,,
3,6-1-1,sgd,0.0015,70.874174490419,,,,,
4,"3,2,20,0.004",sgd,0.004,70.8744080214712,,,,,
4,"3,2,20,0.002",sgd,0.002,70.8746147947103,,,,,
4,"3,3,20,0.002",sgd,0.002,70.8754080180038,,,,,
4,"4,3,20,0.0005",sgd,0.0005,70.8756205388223,,,,,
4,"4,2,20,0.0005",sgd,0.0005,70.876465364467,,,,,
3,5-1-1,sgd,0.001,70.8764721605855,,,,,
4,"4,2,20,0.001",sgd,0.001,70.8766901055707,,,,,
4,"3,2,10,0.004",sgd,0.004,70.8778919633407,,,,,
4,"6,3,20,0.004",sgd,0.004,70.8780109063783,,,,,
3,5-3-2,sgd,0.002,70.8785443361208,77.6832810918127,constant,False,,
2,6-2,lbfgs,0.0017,70.8787292325517,77.6832810578108,invscaling,True,,
4,"5,3,10,0.001",sgd,0.001,70.8788308510824,,,,,
3,6-3-2,lbfgs,0.0015,70.8789188444068,77.6832810585142,adaptive,False,,
4,"4,2,10,0.004",sgd,0.004,70.8789315353645,,,,,
2,5-2,lbfgs,0.002,70.8789590208249,77.6832810578949,constant,False,,
3,5-1-2,lbfgs,0.001,70.8789637022884,,,,,
2,6-2,lbfgs,0.002,70.8789651303705,77.6832810578508,constant,False,0.001,
3,6-3-1,lbfgs,0.0017,70.8789662234619,77.6832810578443,constant,False,,
3,7-4-1,lbfgs,0.0017,70.8789675283832,77.6832810578371,invscaling,True,0.0005,
2,7-3,lbfgs,0.0017,70.878973388024,77.6832810578123,constant,True,,
2,6-1,lbfgs,0.0015,70.8789738103636,,,,,
2,6-2,lbfgs,0.002,70.8789750902474,77.6832810578073,constant,True,,
3,6-2-2,lbfgs,0.002,70.8789763057477,,,,,
3,6-3-1,lbfgs,0.0017,70.878978806329,77.6832810578001,invscaling,False,0.0005,
3,6-3-1,lbfgs,0.0015,70.8789798240034,77.683281057799,constant,False,0.002,tanh
3,7-3-1,lbfgs,0.002,70.8789804518132,77.6832810577985,constant,True,0.001,
3,6-3-1,lbfgs,0.0017,70.8789810113958,77.6832810577981,invscaling,False,0.001,
3,7-4-1,lbfgs,0.0015,70.8789810194445,77.6832810577981,constant,False,0.001,
3,6-1-1,lbfgs,0.001,70.8789815713243,,,,,
3,6-2-1,lbfgs,0.0017,70.8789816373076,77.6832810577979,constant,True,0.0005,
3,5-1-1,lbfgs,0.002,70.8789817097901,,,,,
3,7-4-1,lbfgs,0.0017,70.8789821823054,77.6832810577978,invscaling,True,0.002,
3,5-2-2,lbfgs,0.002,70.8789821886165,,,,,
3,6-3-1,lbfgs,0.0018,70.8789822206391,77.6832810577978,constant,False,0.001,relu
3,5-2-1,lbfgs,0.002,70.878982254241,77.6832810577978,constant,False,,
3,7-4-1,lbfgs,0.002,70.8789822643967,77.6832810577978,invscaling,False,0.001,
3,6-4-1,lbfgs,0.0018,70.8789822957035,77.6832810577978,constant,False,0.001,
3,7-2-1,lbfgs,0.0018,70.8789823165787,77.6832810577978,constant,False,0.002,
3,6-3-1,lbfgs,0.002,70.8789823363539,77.6832810577978,constant,False,0.002,tanh
2,5-1,lbfgs,0.002,70.8789823424237,,,,,
3,5-1-2,lbfgs,0.001,70.8789823450859,,,,,
3,6-3-1,lbfgs,0.0018,70.8789823474237,77.6832810577978,constant,True,0.002,tanh
3,6-1-1,lbfgs,0.002,70.8789823503707,,,,,
3,6-3-1,lbfgs,0.0017,70.8789823542193,77.6832810577978,constant,False,0.001,relu
3,6-3-2,lbfgs,0.0015,70.8789823555528,,,,,
3,6-1-2,lbfgs,0.002,70.8789823584047,,,,,
3,6-4-1,lbfgs,0.002,70.8789823620721,77.6832810577978,invscaling,True,0.0005,
3,6-4-1,lbfgs,0.0015,70.8789823680117,77.6832810577978,constant,True,0.002,
3,5-2-1,lbfgs,0.002,70.8789823769177,77.6832810577978,constant,False,,
3,7-2-1,lbfgs,0.0018,70.878982381604,77.6832810577978,invscaling,True,0.0005,
3,5-3-1,lbfgs,0.002,70.8789823880122,,,,,
3,7-3-1,lbfgs,0.002,70.8789823906726,77.6832810577978,constant,True,0.002,
3,6-2-1,lbfgs,0.0017,70.8789824054157,77.6832810577978,constant,False,0.002,
3,6-2-1,lbfgs,0.0017,70.8789824103024,77.6832810577978,constant,False,,
3,7-3-1,lbfgs,0.0015,70.8789824133008,77.6832810577978,constant,True,0.0005,
3,7-3-1,lbfgs,0.0017,70.8789824150267,77.6832810577978,constant,True,0.002,
3,7-2-1,lbfgs,0.0018,70.8789824152552,77.6832810577978,invscaling,False,0.0005,
3,5-1-1,lbfgs,0.002,70.8789824166946,,,,,
3,5-2-2,lbfgs,0.0015,70.8789824206722,77.6832810577978,constant,False,,
2,7-3,lbfgs,0.002,70.878982422079,77.6832810577978,constant,True,,
3,6-3-1,lbfgs,0.0015,70.8789824222648,77.6832810577978,constant,False,0.002,
3,6-2-1,lbfgs,0.0015,70.8789824234672,77.6832810577978,constant,True,0.002,
3,5-2-1,lbfgs,0.0017,70.8789824286305,77.6832810577978,constant,False,,
3,7-3-1,lbfgs,0.002,70.8789824297752,77.6832810577978,constant,True,0.0005,
3,6-3-2,lbfgs,0.0022,70.8789824297753,77.6832810577978,adaptive,False,,
3,6-3-2,lbfgs,0.002,70.8789824297753,,,,,
3,5-3-1,lbfgs,0.002,70.8789824297753,77.6832810577978,constant,False,,
3,6-2-1,lbfgs,0.002,70.8789824297753,77.6832810577978,constant,False,0.001,
3,7-3-1,lbfgs,0.002,70.8789824297753,77.6832810577978,invscaling,True,0.0005,
3,7-4-1,lbfgs,0.002,70.8789824297753,77.6832810577978,invscaling,True,0.001,
3,6-3-1,lbfgs,0.002,70.8789824297754,77.6832810577978,invscaling,True,0.001,relu
3,6-3-2,lbfgs,0.002,70.8789824297754,77.6832810577978,invscaling,False,,
3,5-3-1,lbfgs,0.002,70.8789824297754,,,,,
3,5-3-2,lbfgs,0.002,70.8789824297754,,,,,
3,6-3-1,lbfgs,0.002,70.8789824297754,,,,,
3,6-3-1,lbfgs,0.002,70.8789824297754,,,,,
3,6-3-2,lbfgs,0.002,70.8789824297754,77.6832810577978,adaptive,False,,
3,6-2-1,lbfgs,0.002,70.8789824297754,77.6832810577978,constant,True,0.001,
3,6-2-1,lbfgs,0.002,70.8789824297754,77.6832810577978,constant,True,0.002,
3,6-2-1,lbfgs,0.002,70.8789824297754,77.6832810577978,constant,False,0.0005,
3,6-3-1,lbfgs,0.002,70.8789824297754,77.6832810577978,invscaling,True,0.002,
3,6-3-1,lbfgs,0.002,70.8789824297754,77.6832810577978,invscaling,False,0.0005,
3,6-4-1,lbfgs,0.002,70.8789824297754,77.6832810577978,constant,True,0.0005,
3,6-4-1,lbfgs,0.002,70.8789824297754,77.6832810577978,invscaling,False,0.001,
3,7-2-1,lbfgs,0.002,70.8789824297754,77.6832810577978,constant,True,0.001,
3,7-2-1,lbfgs,0.002,70.8789824297754,77.6832810577978,invscaling,False,0.002,
3,7-3-1,lbfgs,0.002,70.8789824297754,77.6832810577978,invscaling,True,0.002,
3,7-3-1,lbfgs,0.0018,70.8789824297754,77.6832810577978,constant,False,0.002,
3,7-4-1,lbfgs,0.002,70.8789824297754,77.6832810577978,constant,False,0.001,
3,7-4-1,lbfgs,0.0018,70.8789824297754,77.6832810577978,constant,True,0.002,
3,7-4-1,lbfgs,0.0018,70.8789824297754,77.6832810577978,invscaling,True,0.0005,
3,6-3-1,lbfgs,0.002,70.8789824297754,77.6832810577978,constant,True,0.001,relu
3,6-3-1,lbfgs,0.002,70.8789824297754,77.6832810577978,invscaling,False,0.0005,relu
3,6-3-1,lbfgs,0.0018,70.8789824297754,77.6832810577978,invscaling,True,0.0005,relu
3,6-3-1,lbfgs,0.002,70.8789824297755,77.6832810577978,invscaling,False,0.001,tanh
3,6-3-1,lbfgs,0.002,70.8789824297755,77.6832810577978,constant,True,0.0005,tanh
3,6-3-1,lbfgs,0.0017,70.8789824297755,77.6832810577978,invscaling,True,0.001,relu
3,5-2-1,lbfgs,0.002,70.8789824297755,,,,,
3,5-1-1,lbfgs,0.002,70.8789824297755,,,,,
3,5-1-2,lbfgs,0.002,70.8789824297755,,,,,
3,5-3-1,lbfgs,0.0015,70.8789824297755,,,,,
3,5-3-1,lbfgs,0.002,70.8789824297755,,,,,
3,6-1-1,lbfgs,0.002,70.8789824297755,,,,,
3,6-2-1,lbfgs,0.002,70.8789824297755,,,,,
3,6-2-2,lbfgs,0.0015,70.8789824297755,,,,,
3,6-2-1,lbfgs,0.002,70.8789824297755,77.6832810577978,constant,False,,
3,6-3-2,lbfgs,0.0017,70.8789824297755,77.6832810577978,adaptive,False,,
3,6-2-1,lbfgs,0.0017,70.8789824297755,77.6832810577978,invscaling,True,0.0005,
3,6-2-1,lbfgs,0.002,70.8789824297755,77.6832810577978,invscaling,True,0.001,
3,6-2-1,lbfgs,0.002,70.8789824297755,77.6832810577978,invscaling,False,0.001,
3,6-3-1,lbfgs,0.0015,70.8789824297755,77.6832810577978,invscaling,False,0.0005,
3,6-3-1,lbfgs,0.0017,70.8789824297755,77.6832810577978,constant,True,0.002,
3,6-3-1,lbfgs,0.0017,70.8789824297755,77.6832810577978,constant,False,0.0005,
3,6-3-1,lbfgs,0.002,70.8789824297755,77.6832810577978,constant,False,0.002,
3,6-3-1,lbfgs,0.0018,70.8789824297755,77.6832810577978,constant,False,0.002,
